Distance_mi,Temperature_F,Wind_Chill_F,Humidity,Pressure_in,Visibility_mi,Wind_Speed_mph,Precipitation_in,HighLowSeverity
0.14,79,79,84,29.86,1,20,0,0
0.128,90,90,65,30.01,10,17,0,0
0.011,83,83,77,29.96,10,9,0,0
0.686,80,80,54,29.8,10,9,0,0
0.232,72,72,91,29.96,10,7,0,0
0.175,65,65,73,29.71,9,0,0,0
3.623,56,56,77,29.08,2,0,0,0
0.174,72,72,100,29.97,10,8,0,0
0.098,85,85,55,29.89,3,9,0,0
3.53,25,13,86,26.75,2,13,0,0
0.071,72,72,84,30.18,10,6,0,0
0.576,28,23,88,29.24,0.75,5,0,0
0.913,62,62,41,29.58,10,7,0,0
7.683,55,55,99,29.87,1,0,0.18,0
0.443,50,50,86,29.03,1,8,0.01,0
0.208,45,45,87,29.81,10,0,0,0
0.311,43,43,39,29.65,10,3,0,0
0.086,71,71,61,30.12,10,6,0,0
0.107,57,57,42,30.13,10,9,0,0
0.131,75,75,64,29.59,10,3,0,0
0.512,49,49,48,30.27,10,3,0,0
0.026,48,48,93,29.74,7,0,0,1
0.387,75,75,76,29.08,10,7,0,0
0.82,68,68,65,29.33,10,7,0,0
0.77,55,55,24,29.21,10,5,0,0
2.103,49,46,83,29.83,10,7,0.02,0
0.219,53,53,69,29.44,8,0,0,0
0.051,83,83,69,30,10,9,0,0
0.857,90,90,30,28.84,10,13,0,0
0.071,50,50,34,30.25,10,0,0,0
0.76,77,77,23,29.15,10,0,0,0
0.325,52,52,83,29.93,9,0,0,0
0.575,50,50,93,29.42,1,0,0.06,0
1.945,69,69,73,29.87,10,5,0,0
1.195,75,75,46,29.12,10,6,0,0
0.428,84,84,53,29.26,10,3,0,0
1.115,37,29,38,29.23,10,13,0,0
0.177,93,93,49,30.1,10,5,0,0
0.548,52,52,69,29.6,10,6,0,0
0.125,72,72,91,29.99,6,13,0,0
1.294,70,70,89,30.1,10,0,0,0
0.955,62,62,62,29.23,10,13,0,0
0.075,80,80,94,29.99,7,3,0.03,0
0.325,37,32,65,29.5,10,7,0,0
0.959,76,76,38,29.1,10,6,0,0
0.072,64,64,21,26.59,10,0,0,0
0.733,58,58,84,29.02,3,12,0.24,0
0.126,74,74,92,29.92,10,0,0,0
0.615,71,71,66,30.08,10,3,0,0
0.062,59,59,48,28.84,10,3,0,0
0.256,86,86,48,29.21,10,17,0,0
0.139,61,61,70,29.89,2,3,0,0
0.403,78,78,79,29.97,10,10,0,0
0.101,82,82,85,30.04,7,6,0.08,0
0.489,85,85,41,29.27,10,6,0,0
1.076,87,87,55,29.87,6,9,0,0
0.059,90,90,68,30.08,10,12,0,0
0.105,45,45,100,30.11,10,0,0,0
0.352,53,53,55,30.06,10,8,0,0
0.083,76,76,69,29.89,10,3,0,0
0.091,87,87,61,29.45,10,7,0,0
0.065,76,76,91,29.94,5,15,0.27,0
0.371,45,45,58,29.74,10,3,0,0
0.075,64,64,70,29.03,10,3,0,0
0.302,73,73,87,29.87,10,5,0,0
0.295,81,81,65,29.28,10,8,0,0
0.025,50,50,87,29.88,5,3,0,0
0.122,71,71,13,29.1,10,5,0,0
0.063,55,55,53,27.22,10,0,0,0
0.138,99,99,6,25.53,10,22,0,0
0.194,36,28,46,30.21,10,10,0,0
2.856,79,79,17,29.15,10,0,0,0
0.443,23,11.1,72,29.78,1.2,12.7,0,0
0.994,81,81,31,29.19,10,9,0,0
0.275,83,83,69,29.98,10,9,0,0
0.334,95,95,15,25.2,10,13,0,0
0.005,65,65,68,29.64,6,7,0,0
0.412,85,85,61,29.88,10,10,0,0
1.679,44.1,39,76,29.89,10,9.2,0,0
0.157,69,69,53,30.06,10,5,0,0
1.728,61,61,64,27.76,10,16,0,0
0.134,85,85,63,29.94,10,5,0,0
1.75,51,51,86,30.03,10,5,0,0
0.267,76,76,46,29.52,10,8,0,0
0.009,71,71,78,29.31,10,20,0,0
0.2,70,70,38,29.25,10,8,0,0
1.5,72,72,43,29.27,10,8,0,0
0.02,86,86,45,29.83,10,9,0,0
0.036,63,63,48,29.91,10,10,0,0
0.332,45,45,37,29.4,10,0,0,0
0.079,96,96,12,25.59,8,9,0,0
1.489,64,64,49,29.3,10,25,0,0
0.421,79,79,89,29.9,10,0,0,0
0.195,78,78,84,30.04,10,8,0,0
0.54,77,77,65,29.68,10,9,0,0
1.446,72,72,14,24.43,10,5,0,0
0.872,68,68,33,28.92,10,7,0,0
0.512,40,40,86,29.45,10,3,0,0
0.033,61,61,88,28.53,10,0,0,0
1.138,57,57,77,29.94,10,3,0,0
1.482,31,22,85,29.13,9,12,0,0
0.124,72,72,78,30.16,10,3,0,0
0.258,56,56,90,29.55,1,18,0.1,0
0.114,64,64,65,29.94,10,10,0,0
3.22,76,76,48,29.75,10,6,0,0
0.045,61,61,56,29.39,10,17,0,0
1.977,63,63,63,29.62,10,9,0,0
0.584,67,67,66,30.11,10,10,0,0
2.595,70,70,95,28.94,7,12,0,0
0.176,75,75,84,29.87,10,15,0,0
4.812,73,73,42,29.84,10,6,0,0
0.666,53,53,96,29.73,10,5,0,0
0.133,91,91,52,29.78,10,9,0,0
3.127,89,89,44,29.64,10,8,0,0
0.12,67,67,66,29.83,10,5,0,0
0.274,77,77,36,29.73,10,7,0,0
0.019,42,34,47,29.84,10,16,0,0
0.703,86,86,59,29.16,10,6,0,0
4.748,89,89,34,29.57,10,14,0,0
0.254,71,71,23,29.3,9,33,0,0
0.432,82,82,58,30.06,10,10,0,0
1.251,79,79,19,29.03,10,0,0,0
0.153,45,45,93,30.04,1,0,0,0
0.029,64,64,90,30.02,10,0,0,0
1.368,49,46,80,29.99,6,7,0.01,0
0.199,47,44,90,29.35,7,7,0,0
0.098,86,86,55,29.33,10,14,0,0
0.143,34,30,65,23.96,10,5,0,0
1.767,51,51,63,30.03,10,12,0,0
0.064,97,97,16,27.02,10,7,0,0
5.02,95,95,36,30,10,6,0,0
0.06,78,78,76,29.9,10,8,0,0
0.199,66,66,83,30.32,10,9,0,0
0.398,45,42,48,29.84,10,6,0,0
0.258,41,35,39,29.07,10,9,0,0
2.505,80,80,76,29.93,10,0,0,0
0.081,52,52,80,29.71,10,0,0,0
1.797,33,23,92,25.17,0.5,14,0.01,0
1.86,56,56,84,29.38,10,6,0,0
0.696,77,77,58,30.17,10,23,0,0
0.065,60,60,72,30.11,10,14,0,0
0.103,86,86,35,29.19,9,5,0,0
0.192,77,77,71,29.8,10,0,0,1
0.792,50,50,63,28.88,10,8,0,0
0.322,81,81,79,30.07,10,7,0,0
0.06,49,49,90,29.96,3,0,0,0
0.06,58,58,62,30.02,10,18,0,0
0.637,56,56,41,27.19,10,7,0,0
1.2,19.9,7.3,92,30.14,0.5,12.7,0,0
0.115,77,77,82,29.47,10,9,0,0
2.513,104,104,15,28.82,10,12,0,0
1.534,72,72,59,29.56,10,10,0,0
0.11,67,67,66,30.12,10,10,0,0
0.431,39,39,87,30.06,10,0,0,0
0.201,54,54,100,29.51,0.5,3,0,0
1.004,36,36,60,29.16,10,0,0,0
0.019,77,77,45,29.42,10,5,0,0
0.542,40,31,68,28.94,10,16,0,0
2.755,82,82,66,27.19,10,0,0,0
1.306,34,27,79,30.16,10,9,0,0
1.521,41,41,82,30.07,10,3,0,0
0.079,70,70,100,30.03,7,0,0,0
0.239,39,39,87,29.76,10,3,0,0
0.524,75,75,66,29.4,10,3,0,0
0.137,59,59,75,29.83,10,6,0,0
0.058,45,45,93,29.52,10,0,0,1
0.074,54,54,93,29.71,10,7,0,0
0.063,56,56,67,28.98,10,7,0,0
0.01,68,68,78,29.84,9,3,0,0
0.385,85,85,36,29.83,10,9,0,0
0.265,68,68,81,29.35,9,6,0,0
2.564,89,89,29,29.67,10,6,0,0
0.397,74,74,91,29.94,10,0,0,0
1.165,77,77,54,29.95,10,13,0,0
0.606,85,85,67,29.92,10,10,0,0
0.385,86,86,70,29.51,10,20,0,0
0.045,85,85,51,29.93,10,3,0,0
0.37,74,74,87,29.78,10,9,0.12,0
1.954,70,70,71,29.35,10,8,0,0
0.152,29,29,75,28.59,10,0,0,0
0.405,73,73,48,29.88,10,7,0,0
0.079,55,55,86,28.72,10,9,0,0
1.581,55,55,100,30.08,0,3,0,0
0.097,44.1,41.5,96,30.01,2,4.6,0,0
0.023,74,74,93,29.89,10,3,0,0
1.861,34,21,79,26.21,10,25,0,0
1.41,51,51,63,30.22,10,10,0,0
0.561,48,48,34,30.01,10,0,0,0
0.424,76,76,52,29.87,10,7,0,0
0.351,93,93,32,27.15,10,5,0,0
0.012,71,71,41,30.4,10,12,0,0
0.386,81,81,69,29.98,10,8,0.02,0
0.974,75,75,59,29.8,10,3,0,0
0.103,61,61,52,29.99,10,0,0,0
0.025,60,60,72,29.94,10,5,0,0
0.125,78,78,64,30.13,10,10,0,0
0.583,46,41,93,28.7,10,12,0,0
0.083,79,79,26,29.98,10,9,0,0
0.045,67,67,63,29.73,10,3,0,0
0.306,45,45,93,30.05,7,0,0,0
0.087,69,69,73,29.91,10,7,0,0
2.53,52,52,89,29.53,10,10,0,0
0.019,62,62,62,29.55,10,8,0,0
0.087,87,87,57,29.86,10,10,0,0
2.283,72,72,66,29.67,10,9,0,0
0.043,88,88,55,29.66,10,8,0,0
0.033,65,65,75,30.13,5,3,0,0
0.135,81,81,62,28.38,6,6,0,0
0.163,80,80,50,30.02,10,3,0,0
0.084,69,69,57,29.63,10,8,0,0
0.059,84,84,69,29.71,10,22,0,0
1.001,38,27,64,25.92,10,20,0,1
0.782,45,37,76,29.93,10,21,0.01,0
0.267,36,32,73,29.29,10,5,0,1
0.06,116,116,7,28.36,10,8,0,0
1.094,58,58,78,29.18,10,10,0,0
0.011,60,60,96,28.84,10,6,0,0
0.106,56,56,90,29.93,10,8,0,0
0.121,89,89,65,29.96,10,10,0,0
1.002,57,57,69,28.74,10,13,0,0
0.003,29,29,75,29.52,10,0,0,0
0.249,84,84,69,30,10,9,0,0
0.062,30,24,100,28.74,2,6,0,0
0.422,57,57,81,30.28,10,5,0,0
0.511,84,84,27,29.8,10,7,0,0
3.389,41,36,70,28.77,10,8,0,0
0.983,25,17.1,81,30.37,4,6.9,0,0
0.472,61,61,100,29.5,2,0,0,0
0.127,79,79,69,30.08,10,8,0,0
1.834,92,92,33,29.5,10,20,0,0
0.006,51,51,33,29.64,10,14,0,0
0.282,47,47,95,30.08,10,0,0,0
0.543,75,75,94,29.97,10,5,0,0
0.635,86,86,62,29.95,10,15,0,0
0.713,43,39,89,29.89,0.5,6,0,0
0.057,70,70,49,28.38,10,8,0,0
1.106,73,73,39,30.08,10,9,0,0
0.016,37,37,82,29.65,10,0,0,0
0.06,76,76,67,30.09,10,7,0,0
0.482,72,72,93,29.87,10,6,0,0
0.125,66,66,100,29.42,7,6,0,0
0.438,70,70,16,29.36,10,7,0,0
1.832,63,63,40,30,10,0,0,0
0.059,83,83,58,29.18,10,13,0,0
3.354,6,-16,77,28.34,7,23,0,0
3.294,34,34,60,28.84,10,0,0,0
2.243,49,46,80,29.85,4,7,0,0
2.87,80,80,31,29.72,10,5,0,0
0.181,53,53,100,29.73,0.5,0,0,0
0.517,46,44,76,29.91,10,6,0,0
0.22,64,64,70,29.96,3,8,0,0
0.031,68,68,16,29.74,10,28,0,0
0.085,72,72,78,29.81,10,0,0,1
0.939,71,71,49,28.68,8,10,0,0
0.201,67,67,97,30.08,0.5,0,0,0
0.115,50,50,82,29.98,10,7,0,0
0.387,51,51,68,29.26,10,0,0,0
0.1,76,76,71,30.06,10,9,0,0
0.041,73,73,73,29.85,10,9,0,0
0.277,73,73,29,26.23,10,5,0,0
2.208,79,79,58,27.35,10,13,0,0
0.023,77,77,94,29.87,10,5,0.14,0
0.616,41,41,40,30.22,10,3,0,0
0.17,76,76,82,29.94,10,3,0,0
0.041,54,54,47,29.42,10,3,0,0
0.636,44,39,47,29.91,10,10,0,0
0.578,74,74,91,29.36,10,8,0,0
0.321,78,78,76,30.04,10,5,0,0
0.082,70,70,71,30.14,10,7,0,0
1.491,76,76,58,29.03,10,13,0,0
0.097,92,92,37,29.85,10,3,0,0
1.488,83,83,39,29.96,10,14,0,0
0.209,66,66,81,29.98,10,0,0,0
0.159,74,74,87,29.95,10,0,0,0
0.243,87,87,59,29.98,10,12,0,0
0.202,77,77,84,30.02,10,5,0,0
0.439,82,82,69,29.41,10,0,0,0
0.189,69,69,54,30.1,10,12,0,0
0.427,72,72,49,29.97,10,6,0,0
0.067,81,81,82,30,10,6,0,0
1.023,57,57,87,29.8,10,0,0,0
0.008,63,63,60,29.39,10,0,0,0
0.021,83,83,60,30.07,10,5,0,0
0.156,82,82,69,29.22,10,14,0,0
0.056,64,64,20,29.46,10,14,0,0
1.051,57,57,77,30.1,10,0,0,0
1.21,10,-5,82,28.44,10,12,0,0
4.58,70,70,99,29.94,4,16,0.14,0
0.259,82,82,74,29.95,10,6,0,0
0.293,56,56,53,30.05,10,0,0,0
0.418,69,69,65,29.96,10,17,0,0
0.972,69,69,81,29.91,9,3,0,0
1.392,83,83,37,25.44,10,7,0,0
0.153,75,75,37,29.88,10,7,0,0
1.22,51,51,21,29.06,10,9,0,0
2.267,68,68,45,30.07,10,10,0,0
0.628,65,65,54,29.35,10,10,0,0
0.052,91,91,40,28.73,10,5,0,0
0.053,68,68,35,30.18,10,10,0,0
0.765,28,28,78,29.92,10,0,0,0
0.781,78,78,84,30.11,10,3,0,0
0.059,87,87,65,30,10,3,0,0
0.201,75,75,65,29.28,10,3,0,1
0.136,75,75,55,30.11,10,6,0,0
0.058,27,17,86,23.78,8,9,0,0
0.288,54,54,45,29.99,10,6,0,0
0.04,77,77,89,29.26,10,10,0,0
0.043,64,64,90,28.97,8,7,0.08,0
0.167,70,70,87,29.16,10,8,0,0
0.136,53,53,93,29.73,4,0,0,0
0.009,70,70,61,29.72,6,3,0,0
0.105,75,75,67,29.85,10,15,0,0
1.6,71,71,93,29.77,2,6,0.4,0
2.441,59,59,62,29.96,10,6,0,0
0.677,74,74,64,30.11,10,7,0,0
0.521,91,91,59,30.02,10,15,0,0
0.007,78,78,76,28.81,10,10,0,0
0.047,70,70,73,29.74,10,7,0,0
0.726,78,78,30,29.59,10,12,0,0
0.145,43,37,49,29.11,10,9,0,0
0.955,80,80,67,29.31,10,8,0,0
0.126,80,80,74,29.88,10,9,0,0
0.068,61,61,100,28.72,4,0,0,0
0.205,90,90,41,28.62,10,0,0,0
0.098,70,70,60,29.43,10,16,0,0
0.259,82,82,56,30.04,10,10,0,0
0.267,87,87,27,28.71,10,8,0,0
0.041,62,62,41,29.13,10,0,0,0
3.373,88,88,46,29.82,10,7,0,0
0.449,63,63,83,29.41,10,7,0,0
0.056,66,66,78,29.47,9,14,0,0
0.282,86,86,21,29.58,10,6,0,0
0.11,88,88,35,29.95,10,5,0,0
0.86,79,79,79,30.04,10,0,0,0
0.946,82,82,79,30.01,7,16,0,0
9.29,27,27,100,29.51,1,0,0,0
0.184,49,47,43,30.39,10,6,0,1
0.246,82,82,10,27.15,10,7,0,0
1.44,64,64,65,29.99,10,6,0,0
0.69,49,46,46,30.45,10,7,0,0
0.204,84,84,53,30.15,10,13,0,0
0.524,58,58,84,30.02,9,0,0,0
0.067,53,53,93,29.49,10,7,0,0
0.181,59,59,51,29.46,10,5,0,0
1.975,54,54,75,29.83,10,21,0,0
1.786,54,54,24,30.16,10,10,0,0
0.529,60,60,86,29.99,10,6,0,0
0.473,74,74,64,29.5,10,9,0,0
1.858,74,74,43,29.41,8,5,0,0
0.093,62,62,60,30.01,10,8,0,0
0.071,77,77,96,29.96,10,3,0,0
0.311,42,39,65,29.51,10,5,0,0
0.654,75,75,94,30.11,6,6,0.1,0
0.009,71,71,63,29.89,10,5,0,0
2.234,90,90,7,29,10,20,0,0
1.273,86,86,58,29.25,10,5,0,0
0.065,46,46,87,26.87,10,0,0,0
0.372,95,95,17,25.72,10,0,0,0
0.449,34,25,89,25.44,10,14,0.01,0
3.485,41,41,82,29.95,8,0,0,0
0.385,51,51,61,29.45,10,3,0,0
0.752,82,82,38,29.74,10,15,0,0
0.276,70,70,93,29.95,7,9,0,0
0.125,83,83,47,29.91,10,8,0,0
0.041,84,84,41,28.87,10,5,0,0
1.389,19,8,81,26.11,10,9,0,0
0.08,44,44,89,29.72,10,0,0,0
3.117,71,71,81,28.98,10,3,0,0
0.19,45,36,53,27.18,10,21,0,0
0.378,88,88,70,30,10,7,0,0
0.363,106,106,4,27.78,10,9,0,0
0.125,44,42,82,29.98,4,5,0,0
0.971,44,44,58,29.02,10,3,0,0
2.765,83,83,49,29.56,10,5,0,0
0.148,80,80,56,30,10,12,0,0
0.052,52,52,89,29.84,9,22,0.01,0
0.104,78,78,71,29.22,10,8,0,0
1.564,53,53,69,29.93,10,0,0,0
0.03,85,85,59,30.07,10,14,0,0
1.919,67,67,66,29.37,10,7,0,0
0.02,71,71,96,29.1,10,3,0,0
0.081,52,52,77,29.85,10,0,0,0
0.023,64,64,75,30.09,10,0,0,0
0.015,52,52,89,29.93,5,0,0,0
0.013,53,53,66,30.04,10,5,0,0
0.629,73,73,71,30.06,10,6,0,0
1.139,83,83,46,29.76,10,10,0,0
0.092,74,74,87,28.98,2,16,0.19,0
0.059,61,61,29,28.76,10,0,0,0
0.017,78,78,96,30.01,7,3,0,0
0.088,74,74,27,27.22,10,0,0,0
3.25,57,57,87,29.77,10,9,0,0
3.76,67,67,90,27.55,10,0,0,0
0.371,57,57,19,29.18,10,3,0,0
0.4,55,55,31,29.56,10,12,0,0
0.262,73,73,61,29.95,10,6,0,0
0.484,71,71,21,28.37,10,0,0,0
0.151,86,86,63,29.99,10,8,0,0
0.929,100,100,21,29.01,10,15,0,0
0.108,54,54,77,29.69,10,0,0,0
10.004,84,84,40,29.81,10,10,0,0
0.017,88,88,35,28.38,10,6,0,0
1.034,51,51,68,30.1,10,15,0,0
0.006,66,66,70,29.16,10,3,0,0
0.097,77,77,96,29.96,10,0,0,0
0.231,44,44,49,30.59,10,0,0,0
0.115,79,79,82,29.29,10,6,0,0
0.344,44,37,73,29.67,10,14,0,0
0.085,82,82,76,30.01,10,12,0,0
1.168,72,72,23,28.74,10,9,0,0
0.046,56,56,84,30.09,7,3,0,0
0.095,48,48,100,27.53,7,3,0,0
2.511,88,88,55,29.95,10,13,0,0
3.777,45,38,100,29.22,8,16,0.01,0
0.053,89,89,61,30.06,10,17,0,0
1.324,77,77,54,29.81,10,8,0,0
0.324,37.9,32.1,89,29.97,2,8.1,0.08,0
3.964,74,74,87,29.75,10,12,0,0
0.229,73,73,51,29.31,10,12,0,0
0.046,80,80,76,29.88,10,7,0,0
0.089,78,78,46,29.38,10,3,0,0
0.315,65,65,50,29.98,10,3,0,0
0.742,36,30,50,30.22,10,8,0,0
1.408,80,80,69,29.62,10,3,0.43,0
0.095,57,57,69,28.66,10,12,0,0
0.306,61,61,42,30.04,10,9,0,0
0.821,74,74,71,30.08,10,8,0,0
0.223,89,89,63,30,10,13,0,0
0.614,47,43,63,29.41,10,9,0,0
0.33,81,81,77,30.02,10,6,0,0
16.577,61,61,83,29.61,2,3,0,0
0.834,56,56,84,30.07,7,7,0.01,0
0.136,49,45,86,29.2,10,10,0.01,0
0.807,59,59,93,30.09,10,9,0,0
0.348,70,70,59,29.82,10,17,0,0
0.037,63,63,72,29.87,10,10,0,0
1.466,50,50,89,29.88,10,5,0.04,0
0.31,73,73,73,29.74,10,3,0,0
0.13,36,28,43,30.17,10,10,0,0
0.157,79,79,90,29.25,4,8,0.05,0
0.132,83,83,72,29.96,10,0,0,0
0.495,36,36,93,29.29,0.75,0,0,0
0.105,43,43,91,29.55,4,0,0,1
0.947,46,41,93,28.87,10,12,0,0
2.114,52,52,80,29.93,10,7,0,0
3.241,48,44,86,30.04,10,8,0,0
0.085,46,40,35,29.01,10,14,0,0
1.71,63,63,90,29.09,8,7,0,0
0.836,27,27,63,30.16,10,0,0,0
1.755,66,66,87,29.9,10,5,0,0
1.845,35,30,16,24.39,10,6,0,0
1.534,72,72,73,29.68,9,0,0,0
1.719,44,44,79,29.69,10,0,0,0
0.313,82,82,38,29.1,10,12,0,0
0.447,54,54,94,29.67,10,15,0,0
0.158,33,25,66,30.23,10,10,0,1
0.168,87,87,65,29.99,10,6,0,0
4.829,60,60,86,29.92,10,5,0,0
1.501,71,71,61,29.54,10,8,0,0
1.229,49,45,80,30.19,10,9,0,0
0.156,91,91,59,30.14,10,10,0,0
0.084,57,57,77,30.16,10,6,0,0
0.114,73,73,76,30.02,10,21,0,0
0.904,79,79,74,30.12,10,17,0,0
0.748,68,68,65,29.86,10,9,0,0
1.869,70,70,100,29.8,10,7,0,0
0.18,74,74,52,30.16,10,9,0,0
1.191,93,93,8,28.75,10,0,0,0
0.193,63,63,100,29,1,5,0,1
3.223,59,59,60,29.53,10,13,0,0
0.067,82,82,42,29.36,10,15,0,1
1.384,86,86,57,29.87,10,7,0,0
0.386,82,82,58,29.84,10,5,0,0
0.012,78,78,62,29.97,10,8,0,0
0.235,84,84,74,29.93,10,7,0,0
0.302,34,29,38,30.18,10,6,0,0
0.024,73,73,96,29.87,4,0,0.04,0
1.662,84,84,9,24.15,10,21,0,0
0.24,85,85,59,29.99,10,9,0,0
0.631,75,75,47,29.61,10,3,0,1
4.914,55,55,86,29.88,10,9,0,0
0.032,66,66,64,30.04,10,8,0,0
4.633,42,38,47,29.87,10,6,0,0
0.061,62,62,72,29.76,10,12,0,0
0.957,82,82,25,29.83,10,12,0,0
1.029,84,84,43,28.99,10,13,0,0
0.149,43,43,86,29.41,9,3,0.03,0
0.051,52,52,100,30.14,1,0,0.01,0
0.081,46,46,39,29.77,10,0,0,0
0.211,78,78,81,29.82,10,12,0,0
0.431,44,40,93,29.36,10,7,0.03,0
0.875,71,71,82,29.08,10,5,0,0
2.02,29,24,72,29.83,10,5,0,0
0.254,58,58,90,30.07,10,3,0,0
4.061,89,89,44,29.64,10,8,0,1
0.627,61,61,31,30.21,10,8,0,0
0.024,73,73,34,29.31,10,3,0,0
0.076,48,48,83,30,10,3,0,0
0.033,69,69,84,30.14,10,3,0,0
0.127,77,77,84,30.08,10,5,0.1,0
1.787,50,50,54,29.75,10,0,0,0
0.109,80,80,43,29.57,10,18,0,0
0.159,62,62,67,30.02,10,14,0,0
4.606,82,82,92,30.02,10,7,0,0
0.184,70,70,39,30.24,10,7,0,0
0.119,58,58,25,29.79,10,17,0,0
0.245,89,89,61,28.65,10,8,0,0
0.808,75,75,96,29.92,10,0,0,0
1.105,55,55,94,29.46,10,0,0,0
0.088,52,52,89,29.88,10,0,0,0
0.121,70,70,47,29.6,10,5,0,0
0.333,77,77,69,30.04,10,8,0,0
0.04,77,77,34,30.34,10,13,0,0
1.371,65,65,42,29.73,10,7,0,0
1.047,47,47,80,29.8,9,0,0,0
0.083,69,69,54,29.12,10,10,0,1
0.55,77,77,58,29.67,10,7,0,0
0.049,64,64,83,28.81,10,0,0,0
1.473,50,50,86,30.22,6,5,0,0
0.011,72,72,30,29.29,10,6,0,0
0.163,73,73,100,29.9,4,9,0,0
3.155,73,73,66,29.73,10,8,0,0
0.612,70,70,100,29.08,10,0,0,0
0.218,86,86,40,29.31,10,13,0,0
3.663,80,80,69,30.02,10,6,0,0
0.022,42,40,63,30.12,10,5,0,0
0.346,82,82,69,29.92,10,9,0,0
0.072,90,90,61,30.07,10,15,0,0
0.937,56,56,93,29.38,8,3,0,0
0.023,63,63,94,29.11,10,0,0,0
0.089,46,46,100,29.92,10,0,0,0
0.47,56,56,90,29.74,3,10,0.14,0
0.718,72,72,84,30.15,10,5,0,0
0.859,32,24,100,24.9,0.38,10,0,0
1.771,56,56,84,29.9,7,5,0.01,0
0.779,37,32,73,29.42,10,6,0,0
0.034,80,80,67,29.15,10,0,0,0
0.031,42,42,49,29.55,10,0,0,0
0.097,80,80,62,30.13,10,13,0,0
0.804,51,51,77,30.03,9,9,0,0
0.28,64,64,41,29.17,10,13,0,0
0.191,45,41,65,29.78,10,8,0,0
0.225,71,71,61,28.51,10,16,0,0
0.297,80,80,71,30.06,10,5,0,0
1.247,57,57,33,29.68,10,0,0,0
0.783,108,108,8,28.6,10,18,0,0
0.463,64,64,46,29.65,10,5,0,0
0.68,77,77,74,29.47,10,13,0,0
0.043,64,64,87,29.45,8,8,0,0
0.229,27,19,92,28.45,10,7,0,0
0.161,59,59,67,29.39,10,8,0,0
10.188,52,52,100,29.02,7,6,0,0
0.11,87,87,32,28.66,10,6,0,0
0.083,91,91,28,29.74,10,10,0,0
0.531,58,58,87,29.92,10,0,0,0
0.826,76,76,91,30.06,3,10,0.01,0
0.019,51,51,39,28.59,10,10,0,0
0.165,69,69,96,29.99,9,0,0,0
0.054,92,92,48,29.33,10,9,0,0
0.122,77,77,25,29.86,10,10,0,0
0.95,73,73,95,29.15,10,0,0,0
0.854,69,69,36,30.09,10,17,0,0
0.244,72,72,40,30.1,10,6,0,0
0.213,92,92,15,29.87,10,7,0,0
0.661,21,12,65,29.56,10,7,0,0
0.011,75,75,55,29.67,9,16,0,0
0.064,73,73,73,29.69,10,5,0,0
0.183,66,66,24,29.87,10,0,0,0
0.016,70,70,94,30.06,3,12,0,0
0.889,88,88,62,29.75,10,3,0,0
0.113,82,82,14,29.91,10,7,0,0
0.977,57,57,72,30.08,10,0,0,0
1.398,70,70,81,29.06,10,8,0,0
0.073,47,47,95,28.87,10,0,0,0
0.386,48,46,89,29.82,8,5,0.02,0
0.132,80,80,74,30.06,10,0,0.01,0
0.194,32,32,31,24.42,10,0,0,0
1.762,30,25,43,30.23,10,5,0,0
2.114,52,52,94,30.07,2,0,0,0
0.008,54,54,64,29.84,10,0,0,0
0.116,68,68,56,30.35,10,15,0,0
1.824,56,56,93,29.57,1,18,0.19,0
1.692,98,98,22,28.94,10,14,0,0
0.709,84,84,63,30.01,10,5,0,0
0.837,27,11,69,24.66,8,25,0,0
0.008,77,77,82,28.65,10,10,0,0
0.154,60,60,96,29.91,4,0,0,0
0.46,59,59,87,30.08,10,9,0.02,0
1.822,86,86,61,28.87,10,9,0,0
0.036,43,43,81,28.7,10,0,0,0
0.05,72,72,81,29.96,10,7,0,0
0.381,73,73,93,30.1,10,3,0.07,0
1.822,77,77,60,29.61,10,0,0,0
0.751,40,31,45,29.84,10,17,0,0
4.06,84,84,74,29.32,10,8,0,0
0.006,81,81,39,29.9,10,3,0,0
0.062,74,74,19,29.75,10,18,0,0
0.479,45,45,82,29.72,4,3,0,0
1.608,61,61,54,29.08,9,3,0,0
0.161,64,64,78,29.82,10,14,0,0
0.016,91,91,46,29.61,5,5,0,0
0.306,43,38,71,29.94,10,8,0,0
0.388,83,83,56,30.08,10,14,0,0
1.078,76,76,87,29.24,8,3,0,0
0.626,78,78,84,29.06,10,5,0.21,0
0.942,38,33,97,28.63,0.75,6,0.09,0
0.105,88,88,66,29.96,10,6,0,0
0.425,75,75,73,30.12,10,9,0,0
0.032,76,76,91,29.92,3,9,0.05,0
0.655,76,76,56,29.93,10,8,0,0
0.101,52,52,38,29.97,10,13,0,0
0.034,60,60,86,29.6,6,3,0,0
0.875,41,41,86,30.01,10,3,0,0
0.055,75,75,53,29.99,10,6,0,0
1.314,96,96,26,28.86,10,14,0,0
0.121,55,55,80,30.03,2,3,0,0
0.138,76,76,40,29.11,10,5,0,0
0.113,71,71,90,29.87,3,5,0,0
2.391,64,64,67,23.49,10,0,0,0
0.093,74,74,73,29.98,10,8,0,0
2.538,82,82,65,30.07,10,8,0,0
0.506,47,44,90,29.84,8,6,0.01,0
0.687,70,70,93,29.61,10,0,0,0
0.037,57,57,82,29.93,10,0,0,0
0.061,36,32,100,26.73,0,5,0,0
2.304,72,72,51,29.94,10,7,0,0
0.006,62,62,38,30.15,10,0,0,0
